CD_YEAR|CD_MUNTY_REFNIS|MS_NBR_NON_ZERO_INC|MS_NBR_ZERO_INC|MS_TOT_NET_TAXABLE_INC|MS_TOT_NET_INC|MS_NBR_TOT_NET_INC|MS_REAL_ESTATE_NET_INC|MS_NBR_REAL_ESTATE_NET_INC|MS_TOT_NET_MOV_ASS_INC|MS_NBR_NET_MOV_ASS_INC|MS_TOT_NET_VARIOUS_INC|MS_NBR_NET_VARIOUS_INC|MS_TOT_NET_PROF_INC|MS_NBR_NET_PROF_INC|MS_SEP_TAXABLE_INC|MS_NBR_SEP_TAXABLE_INC|MS_JOINT_TAXABLE_INC|MS_NBR_JOINT_TAXABLE_INC|MS_TOT_DEDUCT_SPEND|MS_NBR_DEDUCT_SPEND|MS_TOT_STATE_TAXES|MS_NBR_STATE_TAXES|MS_TOT_MUNICIP_TAXES|MS_NBR_MUNICIP_TAXES|MS_TOT_SUBURBS_TAXES|MS_NBR_SUBURBS_TAXES|MS_TOT_TAXES|MS_NBR_TOT_TAXES|MS_TOT_RESIDENTS|TX_MUNTY_DESCR_NL|TX_MUNTY_DESCR_FR|CD_DSTR_REFNIS|TX_ADM_DSTR_DESCR_NL|TX_ADM_DSTR_DESCR_FR|CD_PROV_REFNIS|TX_PROV_DESCR_NL|TX_PROV_DESCR_FR|CD_RGN_REFNIS|TX_RGN_DESCR_NL|TX_RGN_DESCR_FR
2010|23099|6069|1880|238860113.97|242855714.64|6069|6648929.06|1144|2723602.96|265|621723.75|182|232861458.87|5924|15725011.93|1356|223135102.04|6063|3995600.67|2293|64521395.39|4819|4891006.64|4549|0|0|69412402.03|4851|13402|Kraainem|Kraainem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2011|23099|6117|1667|253052269.94|257417218.5|6117|7021407.15|1170|3659106.93|319|879276.96|169|245857427.46|5972|18522329.2|1422|234529940.74|6107|4364948.56|2181|67977403.76|5083|5139394.01|4575|0|0|73116797.77|5091|13585|Kraainem|Kraainem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2012|23099|5964|1592|267656890.24|271237102.36|5964|7368887.75|1178|9659889.94|519|703629.87|170|253504694.8|5803|20775884.88|1423|246881005.36|5955|3580212.12|860|73414744.53|5020|5407347.75|4512|0|0|78822092.28|5028|13556|Kraainem|Kraainem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2013|23099|5974|1476|285451634.24|289372899.74|5974|8039104.38|1333|5357034.97|449|783055.24|178|275193705.15|5814|29740150.87|1431|255711483.37|5966|3921265.5|884|77078684.94|5016|5793135.11|4536|0|0|82871820.05|5021|13570|Kraainem|Kraainem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2005|23100|2535|156|78404354.7|79314577.52|2535|1740959.73|368|155697.46|47|440297.81|140|76977622.52|2448|5022512.37|526|73381842.33|2533|910222.82|751|21525435.11|1947|1526935.87|1889|0|0|23052370.98|1947|4759|Linkebeek|Linkebeek|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2006|23100|2577|255|80614584.79|81653835.58|2577|1833031.33|383|126259.41|41|406786.45|136|79287758.39|2497|5350562.71|557|75264022.08|2575|1039250.79|771|21647415.64|1978|1533209.95|1925|0|0|23180625.59|1978|4710|Linkebeek|Linkebeek|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2007|23100|2664|367|85459761.82|86793080.67|2664|1804680.76|376|102476.17|38|531827.53|142|84354096.21|2575|5795128.4|601|79664633.42|2664|1333318.85|841|23301114.93|2030|1659223.82|1970|0|0|24960338.75|2034|4721|Linkebeek|Linkebeek|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2008|23100|2677|414|88358159.12|89715668.36|2677|1988890.45|390|279052.09|70|396060.62|110|87051665.2|2608|5871385.98|719|82486773.14|2674|1357509.24|845|23932551.54|2075|1706714.73|1993|0|0|25639266.27|2081|4767|Linkebeek|Linkebeek|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2009|23100|2710|371|87434003.26|88858518.71|2710|2125031.45|410|313601.88|77|428782.54|128|85991102.84|2640|3452770.03|594|83981233.23|2706|1424515.45|920|23177765.01|2082|1679156.47|2007|0|0|24856921.48|2098|4755|Linkebeek|Linkebeek|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2010|23100|2701|397|88750117.1|90348152.06|2701|2151770.37|440|330020.15|74|435761.87|128|87430599.67|2622|5058040.35|593|83692076.75|2699|1598034.96|953|23611556.51|2100|1689409.56|1989|0|0|25300966.07|2108|4805|Linkebeek|Linkebeek|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2011|23100|2730|329|94763948.39|96478858.42|2730|2247844.65|450|384936.84|117|552024.77|140|93294052.16|2642|7259626.4|663|87504321.99|2729|1714910.03|926|24860331.71|2243|1774276.16|2017|0|0|26634607.87|2244|4787|Linkebeek|Linkebeek|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2012|23100|2679|302|97640250.26|99083605.57|2679|2458573.18|458|1517273.6|192|567494.14|132|94540264.65|2605|7827713.7|686|89812536.56|2675|1443355.31|367|25667929.17|2247|1811482.46|2044|0|0|27479411.63|2249|4807|Linkebeek|Linkebeek|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2013|23100|2676|319|97974365.48|99533201.64|2676|2831765.07|523|764575.45|180|447320.9|112|95489540.22|2605|6473214.45|630|91501151.03|2671|1558836.16|398|25837985.2|2249|1995680.38|2046|0|0|27833665.58|2251|4792|Linkebeek|Linkebeek|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2005|23101|8701|734|318193084.82|321956153.38|8701|9748666.95|1617|5073780.76|242|3247472.29|470|303886233.38|8356|25147453.5|1902|293045631.32|8692|3763068.56|2575|88012080.82|6909|4971910.33|6643|0|0|92983991.15|6911|17927|Sint-Genesius-Rode|Rhode-Saint-Genèse|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2006|23101|9003|1086|334753545.29|339410054.53|9003|10344797.72|1634|6686747.62|242|3670837.71|471|318707671.48|8664|26521802.32|1984|308231742.97|8992|4656509.24|2607|91851220.08|6998|5198752.49|6734|0|0|97049972.57|7001|17975|Sint-Genesius-Rode|Rhode-Saint-Genèse|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2007|23101|9123|1347|355947247.78|361200377.37|9123|9883982.73|1636|8613397.18|283|2050837.29|475|340652160.17|8800|35888705.29|2145|320058542.49|9119|5253129.59|2805|96493821.58|7083|5492270.51|6805|0|0|101986092.09|7105|18021|Sint-Genesius-Rode|Rhode-Saint-Genèse|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2008|23101|9185|1688|354949100.95|360770009.76|9185|9559767.54|1617|6651552.09|353|2741176.76|440|341817513.37|8883|27966261.74|2324|326982839.21|9172|5820908.81|2899|94944684.75|7175|5430894.48|6846|0|0|100375579.23|7210|18036|Sint-Genesius-Rode|Rhode-Saint-Genèse|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2009|23101|9181|1568|354749376.54|361072910.42|9181|10503185.12|1682|5077788.14|382|1633430.87|415|343858506.29|8866|27969088.59|2073|326780287.95|9173|6323533.88|3058|92149416|7195|5621164.18|6841|0|0|97770580.18|7237|18029|Sint-Genesius-Rode|Rhode-Saint-Genèse|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2010|23101|9139|1526|354317677.5|361097449.26|9139|10853464.7|1729|6116917.52|430|1642351.78|378|342484715.26|8855|22714856.79|2080|331602820.71|9132|6779771.76|3213|93106228.07|7281|5638478.98|6797|0|0|98744707.05|7299|17952|Sint-Genesius-Rode|Rhode-Saint-Genèse|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2011|23101|9084|1315|369987899.76|377247498.04|9084|11235030.81|1788|7060432.11|467|1332023.01|340|357620012.11|8849|34778561.38|2149|335209338.38|9072|7259598.28|3175|96636896.52|7718|5791889.84|6921|0|0|102428786.36|7725|17934|Sint-Genesius-Rode|Rhode-Saint-Genèse|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2012|23101|9007|1127|392009840.79|398509572.33|9007|11716443.53|1805|18756642.66|803|2632887.54|357|365403598.6|8741|40954052.22|2331|351055788.57|8999|6499731.54|1444|103479581.15|7726|6045557.81|6928|0|0|109525138.96|7734|17926|Sint-Genesius-Rode|Rhode-Saint-Genèse|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2013|23101|8967|1213|401571630.9|408601162.97|8967|13343725.47|1999|11694879.97|764|1689635.73|331|381872921.8|8707|39713644.94|2239|361857985.96|8953|7029532.07|1510|107060202.7|7642|6444909.8|6897|0|0|113505112.5|7653|18005|Sint-Genesius-Rode|Rhode-Saint-Genèse|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2005|23102|8426|888|249627501.38|252214915.24|8426|7040094.59|1214|1353895.23|125|666734.33|235|243154191.09|8271|11037078.22|1736|238590423.16|8419|2587413.86|2381|66116761.7|6547|4240964.7|6315|0|0|70357726.4|6548|14774|Wemmel|Wemmel|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2006|23102|8589|828|262581555.69|265640439.88|8589|7287833.96|1221|1240823.26|130|860642.67|237|256251139.99|8453|14719723.46|1879|247861832.23|8584|3058884.19|2267|68822336.33|6665|4430981.5|6434|0|0|73253317.83|6669|14996|Wemmel|Wemmel|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2007|23102|8455|835|273606097.86|276927124.68|8455|7385160.76|1206|1109446.05|155|506578.4|213|267925939.47|8328|22638590.73|1928|250967507.13|8454|3321026.82|2372|70914423.68|6639|4561435.95|6412|0|0|75475859.63|6654|14916|Wemmel|Wemmel|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2008|23102|8585|855|283314625.55|287443291.32|8585|6986096.77|1200|1489378.22|205|477692.17|211|278490124.16|8463|22022442.54|2109|261292183.01|8583|4128665.77|2525|73310764.67|6768|4737746.16|6491|0|0|78048510.83|6797|15026|Wemmel|Wemmel|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2009|23102|8569|949|279336292.29|283625395.71|8569|7380251.38|1221|1539921.97|213|560166.37|218|274145055.99|8426|14045974.22|1849|265290318.07|8563|4289103.42|2600|70275571.84|6765|4631316.8|6432|0|0|74906888.64|6819|15156|Wemmel|Wemmel|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2010|23102|8562|965|284435728|289097623.37|8562|7610060.16|1257|1633696.15|247|510693.6|189|279343173.46|8436|17058104.25|1939|267377623.75|8558|4661895.37|2715|71668293.57|6899|4632000.41|6466|0|0|76300293.98|6922|15288|Wemmel|Wemmel|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2011|23102|8557|797|300807489.55|306225430.72|8557|7824137.89|1292|1658499.33|291|1495807.06|156|295246986.44|8450|20754975.65|1891|280052513.9|8554|5417941.17|2741|76987619.19|7214|4973469.88|6516|0|0|81961089.07|7222|15341|Wemmel|Wemmel|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2012|23102|8540|784|316556844.86|321314287.27|8540|8204342.87|1301|5729981.62|486|469252|154|306910710.78|8442|25977535.13|2063|290579309.73|8535|4757442.41|1251|80531184.3|7299|5137987|6584|0|0|85669171.3|7308|15507|Wemmel|Wemmel|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2013|23102|8526|773|316517766.97|321872093.79|8526|8911292.65|1461|2509253.41|411|730339.15|145|309721208.58|8427|17776384.03|1991|298741382.94|8524|5354326.82|1311|82565988.23|7276|5306184.17|6586|0|0|87872172.4|7283|15586|Wemmel|Wemmel|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2005|23103|6250|1916|218354894.16|220682420.31|6250|5035320.87|1100|639653.07|149|943357.49|332|214064088.88|6052|15496966.39|1352|202857927.77|6242|2327526.15|2005|60521557.77|4776|3917126.29|4644|0|0|64438684.06|4780|13504|Wezembeek-Oppem|Wezembeek-Oppem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2006|23103|6271|1428|225100805.37|227749035.34|6271|5218555.5|1105|641063.24|150|992274.32|338|220897142.28|6087|11998301.55|1425|213102503.82|6265|2648229.97|1959|62916361.61|4801|4046830.46|4667|0|0|66963192.07|4803|13496|Wezembeek-Oppem|Wezembeek-Oppem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2007|23103|6431|1420|237098536.14|240276221.34|6431|5209758.46|1114|795182.58|164|1208789.41|326|233062490.89|6245|16857619.45|1440|220240916.69|6426|3177685.2|2129|65700268.45|4859|4881145.77|4726|0|0|70581414.22|4872|13534|Wezembeek-Oppem|Wezembeek-Oppem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2008|23103|6504|1484|251817235.94|255217967.32|6504|5518304.08|1092|823114.34|207|1175005.21|317|247701543.69|6296|18553571.5|1644|233263664.44|6500|3400731.38|2184|70353862.22|4931|5266101.69|4776|0|0|75619963.91|4960|13637|Wezembeek-Oppem|Wezembeek-Oppem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2009|23103|6523|1564|253504842.61|257415867.09|6523|5712249.74|1125|1094872.71|226|935567.18|302|249673177.46|6321|18041087.8|1426|235463754.81|6517|3911024.48|2335|68384814.26|4993|5206503.17|4798|0|0|73591317.43|5028|13682|Wezembeek-Oppem|Wezembeek-Oppem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2010|23103|6566|1587|257286321.76|261558453.29|6566|5793079.71|1149|1537856.81|248|1282594.59|278|252944922.18|6377|18314025.82|1424|238972295.94|6562|4272131.53|2428|70452665.11|5079|5275762.34|4834|0|0|75728427.45|5107|13705|Wezembeek-Oppem|Wezembeek-Oppem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2011|23103|6642|1402|269564929.39|274289008.12|6642|6150644.57|1188|1414638.43|298|830140.8|246|265893584.32|6453|19405507.78|1517|250159421.61|6634|4724078.73|2399|72875038.18|5456|5448694.92|4908|0|0|78323733.1|5465|13830|Wezembeek-Oppem|Wezembeek-Oppem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2012|23103|6647|1332|289622454.5|293556318.11|6647|6358848.39|1218|4921500.29|512|913934.74|227|281362034.69|6460|28853557.25|1659|260768897.25|6639|3933863.61|970|78832951.28|5516|5855110.34|4982|0|0|84688061.62|5525|13924|Wezembeek-Oppem|Wezembeek-Oppem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2013|23103|6673|1287|289821922.41|293927347.82|6673|7386548.36|1413|3069686.57|494|999619.74|217|282471493.15|6466|22067634.05|1589|267754288.36|6667|4105425.41|1006|79244700.1|5481|5939288.23|5035|0|0|85183988.33|5495|13894|Wezembeek-Oppem|Wezembeek-Oppem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2005|23104|4854|324|148014682.96|149192184.24|4854|2334799.24|902|116797.08|32|229384.05|112|146511203.87|4800|7746210.09|1001|140268472.87|4851|1177501.28|1338|38438252.04|3908|2829034|3843|0|0|41267286.04|3910|8694|Lennik|Lennik|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2006|23104|4877|338|151912869.43|153338250.78|4877|2384694.69|842|202096.72|37|203119.44|103|150548339.93|4828|5555597.26|1056|146357272.17|4876|1425381.35|1238|39745279.15|3942|2926190.46|3867|0|0|42671469.61|3943|8729|Lennik|Lennik|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2007|23104|4929|365|163322761.54|165013938.81|4929|2356778.41|830|211293.65|51|232719.18|103|162213147.57|4884|10744753.67|1124|152578007.87|4926|1691177.27|1312|42575535.89|3962|3145755.84|3903|0|0|45721291.73|3970|8747|Lennik|Lennik|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2008|23104|5002|378|167043602.77|169183374.46|5002|2435742.26|812|239537.73|61|200277.61|77|166307816.86|4960|7146502.33|1099|159897100.44|5001|2139771.69|1361|43909646.22|4038|3248052.47|3952|0|0|47157698.69|4049|8812|Lennik|Lennik|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2009|23104|5012|420|172829085.33|175275883.83|5012|2723566.6|820|222567.19|65|181137.69|74|172148612.35|4974|10285530.17|1091|162543555.16|5010|2446798.5|1501|43107509.48|4003|3247169.19|3920|0|0|46354678.67|4016|8821|Lennik|Lennik|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2010|23104|5024|431|174602095.47|177372132.03|5024|2695341.98|815|264725.98|91|208979.95|83|174203084.12|4990|9619642.99|1102|164982452.48|5021|2770036.56|1554|44304875.63|4062|3715686.56|3922|0|0|48020562.19|4070|8873|Lennik|Lennik|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2011|23104|5066|364|180092698.07|183105351.7|5066|2655186.19|811|285301.63|106|226010.91|79|179938852.97|5036|8962845.57|1098|171129852.5|5064|3012653.63|1562|45934220.23|4264|3850332.8|3975|0|0|49784553.03|4266|8915|Lennik|Lennik|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2012|23104|4957|339|184939976.62|187709696.06|4957|2743013.15|841|1307632.41|190|684393.82|83|182974656.68|4928|7497388.04|1119|177442588.58|4954|2769719.44|794|47456161.43|4199|3968398.77|3964|0|0|51424560.2|4200|8879|Lennik|Lennik|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2013|23104|5010|352|190682741.21|193734462.71|5010|3017077.64|946|530564.36|187|504615.23|73|189682205.48|4981|8165508.4|1085|182517232.81|5009|3051721.5|840|49239043.59|4252|4156463.88|4030|0|0|53395507.47|4252|8925|Lennik|Lennik|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2005|23105|6595|406|193400813.61|195099229.43|6595|2045120.55|776|59732.19|25|209574.55|83|192784802.14|6556|7968637.95|1413|185432175.66|6590|1698415.82|1910|48275571.23|5233|3328483.94|5112|0|0|51604055.17|5239|11956|Affligem|Affligem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
2006|23105|6799|370|202810273.99|205210888.47|6799|2115331.99|743|50962.65|31|166688.33|74|202877905.5|6762|8474431.67|1559|194335842.32|6796|2400614.48|1840|50093921.23|5421|3454793.56|5276|0|0|53548714.79|5427|12169|Affligem|Affligem|23000|Arrondissement Halle-Vilvoorde|Arrondissement de Hal-Vilvorde|20001|Provincie Vlaams-Brabant|Province de Brabant flamand|02000|Vlaams Gewest|Région flamande
